Code,Description,Sell,Matrix Master,Inventoried,Inventory,Quantity Total,Quantity Reserved,Quantity in Warehouses,Quantity Ordered For Customers,Quantity Ordered For Stock
Z145000J0,CTO 21.5IN IMAC 2.3GHZ I5 8GB 256GB FLASH 640 MAGIC MOUSE NUM KB,0,unchecked,checked,0,0,0,0,0,0
Z147000RP,CTO 21.5IN IMAC 4K 3.6GHZ I3 8GB 1TB FUSION 555X MAGIC MOUSE KB,"1,299.00",unchecked,unchecked,1,1,0,0,0,0
Z147000RQ,CTO 21.5IN IMAC 4K 3.6GHZ I3 8GB 512GB SSD 555X MM KB,"1,499.00",unchecked,unchecked,0,0,0,0,0,0
Z0YL0003A,CTO MACBOOK AIR 13IN 1.1GHZ I5 16GB RAM 256GB SSD GOLD,"1,299.00",unchecked,checked,2,2,0,0,0,0
Z0Z100034,CTO MACBOOK PRO 13IN 1.4GHZ I5 16GB RAM 645 512GB SSD SPACE GRAY,"1,699.00",unchecked,checked,0,0,0,0,0,0
Z0UJ,CTO MACBOOK PRO 13IN 2.3G I5 16GB RAM 1TB SSD SILVER,0,unchecked,checked,0,0,0,0,0,0
DGS-1008P,D-Link DGS-1008P 8-port Gigabit Ethernet POE Switch 4 x RJ-45 10/100/1000Base-T Network LAN 4 x RJ-45 10/100/1000Base-T PoE LAN,145,unchecked,checked,0,0,0,0,0,0
DataBK,Data Back-Up,30,unchecked,unchecked,0,0,0,0,0,0
DataCapture,Data Capture,85,unchecked,unchecked,1,1,0,0,0,0
Data Capture,Data Capture Attempt,85,unchecked,unchecked,0,0,0,0,0,0
DF-Data Capture,Data Capture Attempt with Diagnostic Fee Applied,30,unchecked,unchecked,0,0,0,0,0,0
922-6935 - 3rd Party,DC-In Board,49,unchecked,unchecked,0,0,0,0,0,0
ACSH0160,DEDUCTIBLE FOR ALL OTHER DAMAGE IPHONE,99,unchecked,unchecked,1,1,0,0,0,0
DeepSparAtt,DeepSpar Data Attempt Fee,55,unchecked,unchecked,1,1,0,0,0,0
DeepSpar,DeepSpar Data Recovery,220,unchecked,unchecked,0,0,0,0,0,0
DEMO-20H8000HUS,"DEMO- Lenovo ThinkPad E575 15.6"" Notebook  - AMD A-Series Dual-core (2 Core) 2.30 GHz - 4 GB DDR4 SDRAM - 500 GB HDD - Windows 10 Pro 64-bit - Black - DVD-Writer - AMD Radeon R5 Graphics",409,unchecked,checked,0,0,0,0,0,0
S1498LL/A,Depot Labor Charge for IB/MB/MBAIR,100,unchecked,unchecked,2,2,0,0,0,28
661-12858,Depot Repair  Powerbeats Pro  Case for Black,0,unchecked,unchecked,1,1,0,0,0,1
BenchDiagEx,Diagnostic Fee up to 5 days Business Day Turnaround,55,unchecked,unchecked,45,45,0,0,0,0
DiagnosticFee ,Diagnostic Fee up to 5 days Business Day Turnaround,39,unchecked,unchecked,0,0,0,0,0,0
661-07321,Display,0,unchecked,unchecked,2,2,0,0,0,0
661-07323,Display,549,unchecked,unchecked,0,0,0,0,0,0
923-01916,Display Adhesive Cutter Wheel  20PK,0,unchecked,unchecked,1,1,0,0,0,0
923-01915,Display Adhesive Cutter  10PK,0,unchecked,unchecked,1,1,0,0,0,0
923-01975,Display Adhesive  30PK  iPhone X,0,unchecked,unchecked,0,0,0,0,0,1
923-01366,Display Adhesive  Black  30PK  iPhone 7 Plus,0,unchecked,unchecked,1,1,0,0,0,0
923-01957,Display Adhesive  Space Gray  30PK  iPhone 8 Plus,0,unchecked,unchecked,1,1,0,0,0,0
923-01367,Display Adhesive  White  30PK  iPhone 7 Plus,0,unchecked,unchecked,1,1,0,0,0,0
923-01958,Display Adhesive  White  30PK  iPhone 8 Plus,0,unchecked,unchecked,1,1,0,0,0,0
661-6056 - 3rd Party,Display Assembly,409,unchecked,unchecked,1,1,0,0,0,0
661-02532,Display Assembly for MacBook Pro (Retina  15-inch  Mid 2015),539,unchecked,unchecked,1,1,0,0,0,0
661-7014,Display Assembly  13.3-inch,449,unchecked,unchecked,1,1,0,0,0,0
661-6594,Display Assembly  Glossy,349,unchecked,unchecked,3,3,0,0,0,0
661-5847 - 3rd Party,Display Assembly  Glossy,99,unchecked,unchecked,1,1,0,0,0,0
661-6504,Display Assembly  Glossy,549,unchecked,unchecked,1,1,0,0,0,0
661-04745,Display Assembly  Gold,449,unchecked,unchecked,0,0,0,0,0,0
661-09735,Display Assembly  Gold,409,unchecked,unchecked,6,6,0,0,0,0
661-09981,Display Assembly  Gold,459,unchecked,unchecked,3,3,0,0,0,0
661-6506,Display Assembly  High-Res  Anti-Glare,549,unchecked,unchecked,0,0,0,0,0,0
661-04852,Display Assembly  Rose Gold,449,unchecked,unchecked,2,2,0,0,0,0
661-06788,Display Assembly  Rose Gold,0,unchecked,unchecked,0,0,0,0,0,1
661-07971,Display Assembly  Silver,539,unchecked,unchecked,0,0,0,0,0,0
661-06376,Display Assembly  Silver,629,unchecked,unchecked,0,0,0,0,0,0
661-08031,Display Assembly  Silver,627.12,unchecked,unchecked,2,2,0,0,0,0
661-09734,Display Assembly  Silver,0,unchecked,unchecked,3,3,0,0,0,0
661-05324,Display Assembly  Silver,0,unchecked,unchecked,1,1,0,0,0,0
661-07970,Display Assembly  Space Gray,539,unchecked,unchecked,10,10,0,0,0,0
661-05323,Display Assembly  Space Gray,0,unchecked,unchecked,2,2,0,0,0,0
661-08030,Display Assembly  Space Gray,629,unchecked,unchecked,6,6,0,0,0,0
661-05095,Display Assembly  Space Gray,0,unchecked,unchecked,0,0,0,0,0,0
661-06785,Display Assembly  Space Gray,449,unchecked,unchecked,1,1,0,0,0,0
 661-08030,Display Assembly  Space Gray,629,unchecked,unchecked,2,2,0,0,0,0
661-16806,Display Assembly  Space Gray,407,unchecked,unchecked,1,1,0,0,0,0
661-17548,Display Assembly  Space Gray,539,unchecked,unchecked,1,1,0,0,0,0
661-09733,Display Assembly  Space Gray for MacBook Air (Retina  13-inch  2018),408,unchecked,unchecked,1,1,0,0,0,0
661-5232 - 3rd Party,Display Clamshell,289,unchecked,unchecked,0,0,0,0,0,0
076-1396,Display End Caps Kit  MacBook Pro (Retina  15-inch  Early 2013),10,unchecked,unchecked,0,0,0,0,0,0
661-08897,Display Panel,0,unchecked,unchecked,1,1,0,0,0,0
661-7109,Display Panel  LCD,449,unchecked,unchecked,1,1,0,0,0,0
661-7169,Display Panel  LCD,649,unchecked,unchecked,1,1,0,0,0,0
661-00200,Display Panel  Retina 5K,0,unchecked,unchecked,0,0,0,0,0,0
076-00332,Display Refill Kit for iMac (Retina 5K  27-inch  2019); iMac (Retina 5K  27-inch  2017),0,unchecked,unchecked,1,1,0,0,0,0
076-1419,Display Refill Kit  27 inch 2013 iMac,0,unchecked,unchecked,1,1,0,0,0,1
076-00331,Display Refill VHB Kit,0,unchecked,unchecked,4,4,0,0,0,0
661-12588,Display  Gold,0,unchecked,unchecked,11,11,0,0,0,0
661-09081,Display  Gold  iPhone 8,149,unchecked,unchecked,0,0,0,0,0,0
661-09034,Display  Gold  iPhone 8 Plus,169,unchecked,unchecked,2,2,0,0,0,0
661-14098,Display  iPhone 11,0,unchecked,unchecked,11,11,0,0,0,3
661-14099,Display  iPhone 11 Pro Max,0,unchecked,unchecked,2,2,0,0,0,2
661-10103,Display  iPhone 8 Plus Red,0,unchecked,unchecked,2,2,0,0,0,0
661-09294,Display  iPhone X,279,unchecked,unchecked,0,0,0,0,0,0
661-10608,Display  iPhone XS,279,unchecked,unchecked,3,3,0,0,0,0
661-11037,Display  iPhone Xs Max,329,unchecked,unchecked,1,1,0,0,0,1
661-02360,Display  LCD,449,unchecked,unchecked,5,5,0,0,0,0
661-12830,Display  Silver,549,unchecked,unchecked,2,2,0,0,0,0
661-12587,Display  Silver,449,unchecked,unchecked,2,2,0,0,0,1
661-10356,Display  Silver,0,unchecked,unchecked,3,3,0,0,0,0
661-14201,Display  Silver,629,unchecked,unchecked,4,4,0,0,0,0
661-10357,Display  Silver,449,unchecked,unchecked,3,3,0,0,0,1
661-10357 Part 661-10357,Display  Silver,0,unchecked,unchecked,1,1,0,0,0,0
661-10037,Display  Space Gray,539,unchecked,unchecked,3,3,0,0,0,0
661-10355,Display  Space Gray,0,unchecked,unchecked,11,11,0,0,0,0
661-12586,Display  Space Gray,409,unchecked,unchecked,3,3,0,0,0,0
661-12829,Display  Space Gray,449,unchecked,unchecked,10,10,0,0,0,0
661-14200,Display  Space Gray,629,unchecked,unchecked,7,7,0,0,0,0
661-09032,Display  Space Gray  iPhone 8 Plus,169,unchecked,unchecked,1,1,0,0,0,0
922-9497 - 3rd Party,DisplayPort Cable,39,unchecked,unchecked,0,0,0,0,0,0
661-5523-3rd Party,"DVD-R /CD-RW SuperDrive 18X 12.7mm for iMac Intel 21.5"" and 27"" 2009-2011",59,unchecked,unchecked,0,0,0,0,0,0
661-6355- 3rd Party,"DVD-R/CD-RW SuperDrive 8X Slot SATA for MacBook & MacBook Pro 13"" 15""  17"" Late 2008 - Late 2011",69,unchecked,unchecked,0,0,0,0,0,0
08G-P5-3751-KR,EVGA GeForce RTX 3070 Graphic Card - 8 GB GDDR6,599.99,unchecked,checked,0,0,0,0,0,1
011-0083,Facilitation Warranty Reimbursement,0,unchecked,checked,0,0,0,0,0,0
922-8620 - 3rd Party,Fan,59,unchecked,unchecked,2,2,0,0,0,0
922-8273 - 3rd Party,Fan,0,unchecked,unchecked,0,0,0,0,0,0
923-00507,Fan,0,unchecked,unchecked,1,1,0,0,0,0
923-00500,Fan,30,unchecked,unchecked,0,0,0,0,0,0
923-0302,Fan,30,unchecked,unchecked,0,0,0,0,0,0
922-9953,Fan,49,unchecked,unchecked,1,1,0,0,0,0
922-9643,Fan,69,unchecked,unchecked,0,0,0,0,0,0
922-8620,Fan,29,unchecked,unchecked,1,1,0,0,0,0
922-8201 - 3rd Party,Fan (60 Day Warranty),0,unchecked,unchecked,0,0,0,0,0,0
922-8702,Fan Assembly  Right,49,unchecked,unchecked,1,1,0,0,0,0
076-00071,Fan Kit,79,unchecked,unchecked,2,2,0,0,0,0
922-9909,Fan  Optical Drive,0,unchecked,unchecked,0,0,0,0,0,0
923-01471,Fan  Right,0,unchecked,unchecked,1,1,0,0,0,0
923-02539,Fan  Right,59,unchecked,unchecked,1,1,0,0,0,0
923-01388,Fan Left,39,unchecked,unchecked,1,1,0,0,0,0
LaborFirstHour,First Hour of Labor w/ Diagnostic Fee Applied,30,unchecked,unchecked,15,15,0,0,0,0
661-02350,Flash Storage  128GB,349,unchecked,unchecked,0,0,0,0,0,0
661-03728,Flash Storage  128GB,350,unchecked,unchecked,0,0,0,0,0,0
661-02756,Flash Storage  128GB,299,unchecked,unchecked,0,0,0,0,0,0
661-07584,Flash Storage  128GB HV4K HV52 J09D J7KH JKY8 KQ42 L65Y LMP5,299,unchecked,unchecked,1,1,0,0,0,0
661-02395,Flash Storage  128GB  SM,0,unchecked,unchecked,0,0,0,0,0,0
661-03734,Flash Storage  1TB,0,unchecked,unchecked,0,0,0,0,0,0
661-03563,Flash Storage  1TB  iMac 27”,649,unchecked,unchecked,0,0,0,0,0,0
661-07585,Flash Storage  256GB,0,unchecked,unchecked,4,4,0,0,0,0
661-02351,Flash Storage  256GB,349,unchecked,unchecked,1,1,0,0,0,0
661-02396,Flash Storage  256GB  SM,369,unchecked,unchecked,1,1,0,0,0,0
661-07588,Flash Storage  512GB,495,unchecked,unchecked,0,0,0,0,0,0
661-03732,Flash Storage  SSD  256 GB  SM,0,unchecked,unchecked,0,0,0,0,0,0
S5770LL/A,Flat Rate 1 Repair Charge MB/MBAIR/MBP13,180,unchecked,unchecked,11,11,0,0,0,0
S8818LL/A,Flat Rate 1 Repair Charge MBP-TB 15,210,unchecked,unchecked,0,0,0,0,0,0
S5732LL/A,Flat Rate 1 Repair Charge MBP15/MBP17,210,unchecked,unchecked,4,4,0,0,0,0
S8794LL/A,Flat Rate 1 Repair Charge  MacBook Pro 13,180,unchecked,checked,0,0,0,0,0,0
S5737LL/A,Flat Rate 2 Repair Charge MacBook 12 Retina,475,unchecked,unchecked,2,2,0,0,0,0
S5771LL/A,Flat Rate 2 Repair Charge MB/MBAIR/MBP13,375,unchecked,unchecked,46,46,0,0,0,0
S5741LL/A,Flat Rate 2 Repair Charge MBP15/MBP17,475,unchecked,unchecked,8,8,0,0,0,0
S8777LL/A,Flat Rate 2 Repair Charge  MacBook 12 Retina,378,unchecked,unchecked,1,1,0,0,0,0
S8783LL/A,Flat Rate 2 Repair Charge  MacBook Air,328,unchecked,unchecked,3,3,0,0,0,4
S8789LL/A,Flat Rate 2 Repair Charge  MacBook Air Retina,328,unchecked,unchecked,1,1,0,0,0,2
S8795LL/A,Flat Rate 2 Repair Charge  MacBook Pro 13,378,unchecked,unchecked,7,7,0,0,0,4
S8813LL/A,Flat Rate 2 Repair Charge  MacBook Pro Retina 15,478,unchecked,unchecked,0,0,0,0,0,0
S8825LL/A,Flat Rate 2 Repair Charge  MBP-TB 13,478,unchecked,unchecked,1,1,0,0,0,0
S8819LL/A,Flat Rate 2 Repair Charge  MBP-TB 15,578,unchecked,unchecked,4,4,0,0,0,3
S6208LL/A,"FLAT RATE 2 REPAIR  MBP15""-TB",695,unchecked,unchecked,0,0,0,0,0,0
S1517LL/A,Flat Rate Repair Charge  IB/MB/MBAIR,180,unchecked,unchecked,1,1,0,0,0,0
661-05338,Flex Cable  1TB   Hard Drive  2.5”  5400  SATA,149,unchecked,unchecked,13,13,0,0,0,0
661-05337,Flex Cable  500GB  Hard Drive  2.5”  5400  SATA,119,unchecked,unchecked,0,0,0,0,0,0
923-02440,Flex Cable  TCON Logic Board,15,unchecked,unchecked,2,2,0,0,0,1
923-0741,Front Hard Drive Bracket W/ IR/Sleep/HD Cable,29.5,unchecked,unchecked,0,0,0,0,0,0
661-4820 - 3rd Party,Full LED Display Assembly,0,unchecked,unchecked,0,0,0,0,0,0
0G10264-1,G-Tech 1TB USB-C external hard drive - Silver,89,unchecked,checked,1,1,0,0,0,1
0G10317-1,G-Tech 2TB USB-C external hard drive - Space Gray,119,unchecked,checked,2,2,0,0,0,0
Gift,Gift Card,0,unchecked,unchecked,1,1,0,0,0,0
Gift Card Error Correction,Gift Card Error Correction,0,unchecked,unchecked,0,0,0,0,0,0
922-9469,Glass Panel,0,unchecked,unchecked,0,0,0,0,0,0
922-8874 - 3rd Party,Glass Panel,0,unchecked,unchecked,0,0,0,0,0,0
922-9919,Glass Panel  27-inch,118.5,unchecked,unchecked,0,0,0,0,0,0
661-6630,Glossy Display Assembly,469,unchecked,unchecked,0,0,0,0,0,0
661-7475,Glossy Display Assembly,449,unchecked,unchecked,2,2,0,0,0,0
661-6624,Glossy Display Assembly LCD,449,unchecked,unchecked,0,0,0,0,0,0
661-05606,Gold Aluminum  38mm  Apple Watch Series 2 ,229,unchecked,unchecked,0,0,0,0,0,0
661-05601,Gold Aluminum  42mm  Apple Watch Series 1 ,0,unchecked,unchecked,1,1,0,0,0,0
661-13578,Gold  32GB  iPad 7th gen  Wi-Fi MF3P,0,unchecked,unchecked,2,2,0,0,0,0
661-15391,Gold  Display,449,unchecked,unchecked,8,8,0,0,0,0
661-15394,Gold  Trackpad,99,unchecked,unchecked,1,1,0,0,0,0
661-5967 - 3rd Party,GRAPHICS AMD RADEON 6970M,0,unchecked,unchecked,0,0,0,0,0,0
661-5968 - 3rd Party,GRAPHICS AMD RADEON 6970M 1GB,469,unchecked,checked,0,0,0,0,0,0
661-5969,GRAPHICS AMD RADEON 6970M 2GB,599,unchecked,unchecked,0,0,0,0,0,0
661-5944 - 3rd Party,GRAPHICS AMD RADEON HD 6750M 512MB,399,unchecked,unchecked,0,0,0,0,0,0
661-5945,GRAPHICS AMD RADEON HD 6770M 512MB,178.5,unchecked,unchecked,0,0,0,0,0,0
GC42251,Griffin BreakSafe Breakaway USB-C Power Cable,39,unchecked,checked,2,2,0,0,0,0
LaborHalfHour,Half Hour of Labor | ,42.5,unchecked,unchecked,2,2,0,0,0,0
922-9185 - 3rd Party,Hard Drive Bracket for Macbook A1342,15,unchecked,unchecked,0,0,0,0,0,0
923-00975,Hard Drive Bracket  Front  with IR/Sleep/HD Cable,25,unchecked,unchecked,21,21,0,0,0,0
922-9034-3rd Party,Hard Drive Cable,39,unchecked,unchecked,0,0,0,0,0,0
922-8706 - 3rd Party,Hard Drive Cable,19,unchecked,unchecked,0,0,0,0,0,0
661-4753 - 3rd Party,Hard Drive SSD 128GB for MacBook Air (Late 2008-2009),179,unchecked,unchecked,0,0,0,0,0,0
661-02889,Hard Drive  1 TB,129,unchecked,unchecked,1,1,0,0,0,0
661-00152,Hard Drive  1 TB 2.5,159,unchecked,unchecked,2,2,0,0,0,0
661-7506,Hard Drive  1 TB  5400,199,unchecked,unchecked,2,2,0,0,0,0
661-6497,Hard Drive  1 TB  5400  SATA,159,unchecked,unchecked,0,0,0,0,0,0
661-7107,Hard Drive  1 TB  SATA  2.5  5400,169,unchecked,unchecked,1,1,0,0,0,0
661-7164,Hard Drive  1 TB  SATA  3.5  7200,159,unchecked,unchecked,2,2,0,0,0,0
661-7877,Hard Drive  1 TB  SATA  3.5  7200,148.5,unchecked,unchecked,2,2,0,0,0,0
661-5952,Hard Drive  1 TB  SATA  3.5  7200,169,unchecked,unchecked,1,1,0,0,0,0
661-5941,Hard Drive  1 TB  SATA  3.5  7200rpm,169,unchecked,unchecked,0,0,0,0,0,0
661-07306,Hard Drive  1TB,0,unchecked,unchecked,0,0,0,0,0,0
661-01028,Hard Drive  1TB  5400,159,unchecked,unchecked,2,2,0,0,0,0
661-00195,Hard Drive  1TB  7200,0,unchecked,unchecked,0,0,0,0,0,0
661-03284,Hard Drive  1TB  iMac 27”,193.5,unchecked,unchecked,0,0,0,0,0,0
661-03285,Hard Drive  2TB  iMac 27”,199,unchecked,unchecked,1,1,0,0,0,0
661-7165,Hard Drive  3 TB  SATA  3.5  7200,0,unchecked,unchecked,1,1,0,0,0,0
661-00196,Hard Drive  3TB  7200,239,unchecked,unchecked,1,1,0,0,0,0
661-03286,Hard Drive  3TB  iMac 27”,275,unchecked,checked,0,0,0,0,0,0
661-5940,Hard Drive  500 GB  SATA  3.5  7200,249,unchecked,unchecked,0,0,0,0,0,0
661-01027,Hard Drive  500GB,119,unchecked,unchecked,1,1,0,0,0,0
661-6111,Hard Drive  500GB  5400  Blank  10.7 Recovery,119,unchecked,unchecked,0,0,0,0,0,0
661-6496,Hard Drive  750 GB  7200  SATA,349,unchecked,unchecked,0,0,0,0,0,0
661-6041,Hard Drive  Lower Bay  500GB  5400  w/alignment screws  and flex cable,119,unchecked,unchecked,0,0,0,0,0,0
661-6592,"Hard Drive 2.5"" 1TB 5400 SATA",0,unchecked,unchecked,0,0,0,0,0,0
922-9121 - 3rd Party,HD Fan,39,unchecked,unchecked,0,0,0,0,0,0
661-00196,HDD 3 Tb 7200,0,unchecked,checked,0,0,0,0,0,0
661-6590,"HDD 2.5"" 500GB 5400 SATA",200.5,unchecked,unchecked,0,0,0,0,0,0
661-6494,"HDD 2.5"" 500GB 5400 SATA",0,unchecked,unchecked,0,0,0,0,0,0
661-7876,"HDD 3.5"" 3TB 7200 27""IMAC",229,unchecked,unchecked,1,1,0,0,0,0
9B-82-816-044,HDMI Cable 6 ft. HDMI TO HDMI Cable and 6 ft. Pro A/V Premium Toslink Digital Optical SPDIF Audio Cable (Combo Pack),22,unchecked,checked,0,0,0,0,0,0
661-7016,Housing  Top Case  with Battery  U.S.,0,unchecked,unchecked,3,3,0,0,0,1
661-5481 - 3rd Party,Housing  Top Case  with Keyboard  Backlit  US,189,unchecked,unchecked,0,0,0,0,0,0
661-02457,I/O Board,49,unchecked,unchecked,0,0,0,0,0,0
923-02813,I/O Board,35,unchecked,unchecked,0,0,0,0,0,0
99MO071902,iGlaze Air 13 ultra-slim case for your MacBook Air,54.95,unchecked,checked,0,0,0,0,0,0
99MO071909,iGlaze Hardshell Case for 13-inch MacBook Air (Thunderbolt 3/USB-C) Clear,49.95,unchecked,checked,1,1,0,0,0,0
99MO071007,iGlaze Hardshell Case for 13-inch MacBook Air (Thunderbolt 3/USB-C) Stealth Black,49.95,unchecked,checked,1,1,0,0,0,0
99MO101001,iGlaze iPhone X Black,34.95,unchecked,checked,3,3,0,0,0,0
Moshi 99MO071005,iGlaze Pro 13 (Thunderbolt 3/USB-C) Black,50,unchecked,checked,0,0,0,0,0,0
Moshi 99MO071907,iGlaze Pro 13 (Thunderbolt 3/USB-C) Clear,50,unchecked,checked,0,0,0,0,0,0
99MO071004,iGlaze Pro 13 R Ultra-slim hardshell case for Retina MacBook Pro 13,54.95,unchecked,checked,0,0,0,0,0,0
99MO071908,iGlaze Pro 15” w/ Touch Bar - Clear,64.95,unchecked,checked,0,0,0,0,0,0
iK-iPad,iKlear Cleaning Kit for iPad  iPhone  and Mac ,9.95,unchecked,checked,8,8,0,0,0,0
GS21046 - 3rd Party,"iMac 20"" iSight Cable",19,unchecked,unchecked,1,1,0,0,0,0
076-00375,iMac Pro VHB,0,unchecked,unchecked,1,1,0,0,0,0
stm-111-024P-01,"impulse (M-15"") Black",100,unchecked,checked,0,0,0,0,0,0
BenchLab,In House Labor Hour,85,unchecked,unchecked,38.7,38.7,0,0,0,0
Training (SD),In House Per Hour Training (SD),59,unchecked,unchecked,1,1,0,0,0,0
Training-In-house ,In-House Per Hour Training,69,unchecked,unchecked,0,0,0,0,0,0
OWCDIDIMACHDD11,In-line Digital Thermal Sensor for iMac 2011,39,unchecked,checked,5,5,0,0,0,0
OWCDIDIMACHDD12,In-line Digital Thermal Sensor for iMac 2012 and later,39,unchecked,checked,5,5,0,0,0,0
OWCDIDIMACHDD09,In-line Digital Thermal Sensor for iMac Late 2009 - Mid 2010 ,39,unchecked,checked,5,5,0,0,0,0
ACSH0164,Incident Service Fee for iPhone Display,29,unchecked,unchecked,6,6,0,0,0,0
922-9967 - 3rd Party,Input Flex Cable,35,unchecked,unchecked,0,0,0,0,0,0
661-5539 - 3rd Party,"Intel iMac 21.5"" ATI Radeon HD 4670 256MB Video Card",299,unchecked,unchecked,0,0,0,0,0,0
923-00997,IO board and Flex Cable Assembly,0,unchecked,unchecked,1,1,0,0,0,0
iOSDiag,iOS Diagnostic Fee,20,unchecked,unchecked,4,4,0,0,0,0
iOS SWR,iOS Software Service,20,unchecked,unchecked,0,0,0,0,0,0
661-12605,iPad Air (3rd gen)  Wi-Fi  256GB  Gold,0,unchecked,unchecked,1,1,0,0,0,0
661-12597,iPad Air (3rd gen)  Wi-Fi  64GB  Space Gray,379,unchecked,unchecked,0,0,0,0,0,0
S5250Z/A,IPAD AIR 2 NON-REPAIRABLE 128GB WIFI,0,unchecked,unchecked,0,0,0,0,0,0
S5252Z/A,IPAD AIR 2 NON-REPAIRABLE 64GB CELL,49,unchecked,unchecked,0,0,0,0,0,0
S5244Z/A,IPAD AIR 2 REPAIRABLE DAMAGE,329,unchecked,unchecked,0,0,0,0,0,0
3A107LL/A,iPad Air 2 Wi-Fi 16GB Space Gray Demo,319,unchecked,checked,0,0,0,0,0,0
661-00431,iPad Air 2  Wi-Fi  16GB  Space Gray,299,unchecked,unchecked,0,0,0,0,0,0
661-00435,iPad Air 2  Wi-Fi  64GB  Silver,0,unchecked,unchecked,1,1,0,0,0,0
661-00432Batt,iPad Air 2  Wi-Fi  64GB  Space Gray | Battery Only Pricing,119,unchecked,unchecked,2,2,0,0,0,0
ME904LL/A,iPad Air Wi-Fi 16GB - Space Gray (Demo),299,unchecked,checked,0,0,0,0,0,0
MYFY2LL/A,IPAD AIR WLS 256GB SKY BLUE US,749,unchecked,checked,0,0,0,0,0,0
661-8179,iPad Air  Wi-Fi + Cellular  16GB  Silver,269,unchecked,unchecked,0,0,0,0,0,0
661-8167 - Battery Only Pricing,iPad Air  Wi-Fi  16GB  Space Gray,99,unchecked,unchecked,2,2,0,0,0,0
661-8172,iPad Air  Wi-Fi  32GB  Silver,249,unchecked,unchecked,1,1,0,0,0,0
661-8168,iPad Air  Wi-Fi  32GB  Space Gray FK11 - WUR,249,unchecked,unchecked,1,1,0,0,0,0
661-8317,iPad Mini 2 Wi-fI  16GB  Silver,199,unchecked,unchecked,0,0,0,0,0,0
661-8318,iPad mini 2 Wi-Fi  32GB  Silver,229,unchecked,unchecked,0,0,0,0,0,0
661-00303,iPad mini 3  Wi-Fi  16GB  Space Gray,299,unchecked,unchecked,1,1,0,0,0,0
3A334LL/A,iPad mini 4 Wi-Fi 16GB - Silver (Demo),319,unchecked,checked,0,0,0,0,0,0
661-11288,iPad Pro 11-inch  Cellular  256GB  Space Gray,509,unchecked,unchecked,0,0,0,0,0,0
661-11286,iPad Pro 11-inch  Cellular  64GB  Space Gray,0,unchecked,unchecked,2,2,0,0,0,0
661-10787,iPad Pro 11-inch  Wi-Fi  256GB  Space Gray,0,unchecked,unchecked,1,1,0,0,0,0
661-10785,iPad Pro 11-inch  Wi-Fi  64GB  Space Gray,0,unchecked,unchecked,1,1,0,0,0,0
S7957Z/A,IPAD PRO 12.9 4TH GEN  CELL  NON-REPAIRABLE REPAIR TIER,"1,091.55",unchecked,checked,0,0,0,0,0,0
661-11142,iPad Pro 12.9-inch 3rd Gen  Wi-Fi  256GB  Space Gray,0,unchecked,unchecked,0,0,0,0,0,0
661-02146,IPAD PRO 12.9-INCH WIFI 32GB GOLD,0,unchecked,unchecked,0,0,0,0,0,0
661-04306,IPAD PRO 9.7-INCH WIFI 128GB SILVER,399,unchecked,unchecked,0,0,0,0,0,0
3C668LL/A,iPad Wi-Fi 32GB - Silver (Demo),263,unchecked,checked,0,0,0,0,0,0
MP2J2LL/A,iPad Wi-Fi 9.7 Inch Silver - 128GB,429,unchecked,checked,0,0,0,0,0,0
S4763Z/A,IPAD/IPAD AIR REPAIRABLE DAMAGE,329,unchecked,unchecked,0,0,0,0,0,0
923-0441,IPD Flex Cable,20,unchecked,checked,1,1,0,0,0,0
S7657Z/A,iPhone 11 Pro Max  DIsplay Repair,329,unchecked,unchecked,1,1,0,0,0,0
S7668Z/A,IPHONE 11 REPAIRABLE DAMAGE CHARGE,399,unchecked,unchecked,0,0,0,0,0,0
923-0652,iPhone 5S Camera Kit,59,unchecked,unchecked,0,0,0,0,0,0
923-0653,iPhone 5S Speaker Assembly,59,unchecked,unchecked,0,0,0,0,0,0
923-0655,iPhone 5S Vibe Motor Kit,69,unchecked,unchecked,0,0,0,0,0,0
661-8084,iPhone 5s  MM  64GB  Silver,0,unchecked,unchecked,1,1,0,0,0,0
923-00011,iPhone 6 Camera Kit,69,unchecked,checked,0,0,0,0,0,0
S5354Z/A,iPhone 6 Display Repair,159,unchecked,unchecked,0,0,0,0,0,0
S5355Z/A,iPhone 6 Plus Display Repair,179,unchecked,unchecked,0,0,0,0,0,0
923-00039,iPhone 6 Plus Receiver Kit,59,unchecked,checked,0,0,0,0,0,0
923-00038,iPhone 6 Plus Speaker Assembly,59,unchecked,checked,0,0,0,0,0,0
923-00040,iPhone 6 Plus Vibe Motor Kit,29,unchecked,checked,0,0,0,0,0,0
S5218Z/A,iPhone 6 Plus Warranty Service,0,unchecked,unchecked,0,0,0,0,0,0
661-00582,iPhone 6 Plus  MM  16GB  Gold  CI/AR,329,unchecked,unchecked,2,2,0,0,0,0
661-00583,iPhone 6 Plus  MM  64GB  Space Gray  CI/AR,0,unchecked,unchecked,1,1,0,0,0,0
923-00013,iPhone 6 Receiver Kit,59,unchecked,checked,0,0,0,0,0,0
923-00015 (space gray),iPhone 6 SIM Tray  Space Gray,29,unchecked,checked,0,0,0,0,0,0
923-00012,iPhone 6 Speaker Assembly,59,unchecked,checked,0,0,0,0,0,0
77-50226,iPhone 6 Symmetry Series Glacier,15,unchecked,checked,0,0,0,0,0,0
