Code,Description,Sell,Matrix Master,Inventoried,Inventory,Quantity Total,Quantity Reserved,Quantity in Warehouses,Quantity Ordered For Customers,Quantity Ordered For Stock
661-12593,Top Case with Keyboard  ANSI  Silver,0,unchecked,unchecked,1,1,0,0,0,0
661-02280,Top Case with Keyboard  Gold,329,unchecked,unchecked,0,0,0,0,0,0
661-7473,Top Case with Keyboard  No Trackpad,209,unchecked,unchecked,1,1,0,0,0,0
661-6595,Top Case with Keyboard  no Trackpad,208.5,unchecked,unchecked,1,1,0,0,0,0
661-04881,Top Case with Keyboard  Silver,0,unchecked,unchecked,1,1,0,0,0,0
661-12592,Top Case  space gray for MacBook Air (Retina  13-inch  2019),320,unchecked,unchecked,1,1,0,0,0,0
661-13160,Top Case  with Battery  ANSI  Silver,0,unchecked,unchecked,1,1,0,0,0,0
661-13163,Top Case  with Battery  ANSI  Space Gray,0,unchecked,checked,-1,-1,0,0,0,1
9B-22-149-630,Toshiba 500GB 3.5” Hard Drive ,99,unchecked,checked,0,0,0,0,0,0
605-03810,Touch ID,0,unchecked,checked,0,0,0,0,0,0
661-10376,Touch ID Board,0,unchecked,unchecked,1,1,0,0,0,0
661-10344,Touch ID Board,0,unchecked,unchecked,1,1,0,0,0,0
661-15734,Touch ID for MacBook Pro (13-inch  2020  2 TBT3),87,unchecked,checked,2,2,0,0,0,0
661-13154,Touch ID with Audio Board Flex  Space Gray,99,unchecked,unchecked,0,0,0,0,0,0
LS1005G,TP-Link 5-Port 10/100/1000Mbps Desktop Switch,19.95,unchecked,checked,3,3,0,0,0,0
TL-POE150S,TP-link Gigabit PoE Injector,39.95,unchecked,checked,2,2,0,0,0,0
stm-934-014Z-01,tracer stylus - black,20,unchecked,checked,0,1,0,1,0,0
STM-934-014Z-23,Tracer Stylus - silver,20,unchecked,checked,0,0,0,0,0,0
922-9749 - 3rd Party,Trackpad,119,unchecked,unchecked,0,0,0,0,0,0
923-0438,Trackpad,67.5,unchecked,unchecked,0,0,0,0,0,0
923-00976,Trackpad,67.5,unchecked,unchecked,7,7,0,0,0,1
922-9773 - 3rd Party,Trackpad,99,unchecked,unchecked,0,0,0,0,0,0
923-0429,Trackpad,75,unchecked,unchecked,1,1,0,0,0,0
922-9962 - 3rd Party,Trackpad,79,unchecked,unchecked,0,0,0,0,0,0
922-9551 - 3rd Party,Trackpad,99,unchecked,unchecked,0,0,0,0,0,0
922-9063,Trackpad,0,unchecked,unchecked,1,1,0,0,0,0
922-9773,Trackpad,79,unchecked,unchecked,1,1,0,0,0,0
922-9525 - 3rd Party,Trackpad ,99,unchecked,unchecked,2,2,0,0,0,0
922-9035 - 3rd Party,Trackpad ,59,unchecked,unchecked,0,0,0,0,0,0
922-9009 - 3rd Party,Trackpad (60 Day Warranty),109,unchecked,unchecked,-1,-1,0,0,0,0
922-9306 - 3rd Party,Trackpad Assembly,49,unchecked,unchecked,0,0,0,0,0,0
923-01376,Trackpad Cable  Flex,19,unchecked,checked,0,0,0,0,0,2
923-01376,Trackpad Cable  Flex,20,unchecked,unchecked,0,0,0,0,0,0
661-5323,Trackpad  Magic Trackpad  Wireless  US  Canada  Latin America  Europe ,86.65,unchecked,unchecked,0,0,0,0,0,0
661-11906,Trackpad  Space Gray,79,unchecked,unchecked,1,1,0,0,0,0
TS240GJDM500,Transcend JetDrive 500 - 240GB SSD - 5 Year Warranty Compatible with the following: MacBook Air (11-inch  Late 2010 - Mid 2011) MacBook Air (13-inch  Late 2010 - Mid 2011),179,unchecked,checked,0,0,0,0,0,0
TS240GJDM520,Transcend JetDrive 520 - 240GB SSD - 5 Year Warranty Compatible with the following: MacBook Air (Mid 2012),179,unchecked,checked,0,0,0,0,0,0
TS480GJDM520,Transcend JetDrive 520 - 480GB SSD - 5 Year Warranty Compatible with the following: MacBook Air (Mid 2012),299,unchecked,checked,0,0,0,0,0,0
TS960GJDM520,Transcend JetDrive 520 - 960GB SSD - 5 Year Warranty Compatible with the following: MacBook Air (Mid 2012),549,unchecked,checked,0,0,0,0,0,0
TS240GJDM720,Transcend JetDrive 720 - 240GB SSD - 5 Year Warranty Compatible with the following: MacBook Pro (13-inch  Retina  Late 2012) MacBook Pro (13-inch  Retina  Early 2013),179,unchecked,checked,0,0,0,0,0,0
TS480GJDM720,Transcend JetDrive 720 - 480GB SSD - 5 Year Warranty Compatible with the following: MacBook Pro (13-inch  Retina  Late 2012) MacBook Pro (13-inch  Retina  Early 2013),299,unchecked,checked,0,0,0,0,0,0
TS960GJDM720,Transcend JetDrive 720 - 960GB SSD - 5 Year Warranty Compatible with the following: MacBook Pro (13-inch  Retina  Late 2012) MacBook Pro (13-inch  Retina  Early 2013),489,unchecked,checked,0,0,0,0,0,0
TS240GJDM725,Transcend JetDrive 725 - 240GB SSD - 570MB/s Max Read Transfer Rate - 5 Year Warranty Compatible with the following: MacBook Pro (15-inch  Retina  Mid 2012) MacBook Pro (15-inch  Retina  Early 2013),179,unchecked,checked,0,0,0,0,0,0
TS480GJDM725,Transcend JetDrive 725 - 480GB SSD - 570MB/s Max Read Transfer Rate - 5 Year Warranty Compatible with the following: MacBook Pro (15-inch  Retina  Mid 2012) MacBook Pro (15-inch  Retina  Early 2013),299,unchecked,checked,0,0,0,0,0,0
TS960GJDM725,Transcend JetDrive 725 - 960GB SSD - 570MB/s Max Read Transfer Rate - 5 Year Warranty Compatible with the following: MacBook Pro (15-inch  Retina  Mid 2012) MacBook Pro (15-inch  Retina  Early 2013),549,unchecked,checked,0,0,0,0,0,0
TS240GJDM820,Transcend JetDrive 820 - 240GB SSD - 950MB/s Max Read Transfer Rate - 5 Year Warranty Compatible with the following: MacBook Air (Mid-2013 and newer) MacBook Pro (Retina  Late 2013 and newer) Mac mini (Late 2014) Mac Pro (Late 2013),149,unchecked,checked,0,0,0,0,0,0
TS480GJDM820,Transcend JetDrive 820 - 480GB SSD - 950MB/s Max Read Transfer Rate - 5 Year Warranty Compatible with the following: MacBook Air (Mid-2013 and newer) MacBook Pro (Retina  Late 2013 and newer) Mac mini (Late 2014) Mac Pro (Late 2013),229,unchecked,checked,0,0,0,0,0,0
TS960GJDM820,Transcend JetDrive 820 - 960GB SSD - 950MB/s Max Read Transfer Rate - 5 Year Warranty Compatible with the following: MacBook Air (Mid-2013 and newer) MacBook Pro (Retina  Late 2013 and newer) Mac mini (Late 2014) Mac Pro (Late 2013),399,unchecked,checked,0,0,0,0,0,0
TS240GJDM825,Transcend JetDrive 825 Kit - 240GB SSD with Enclosure - 950 MB/s Max Read Transfer Rate - 5 Year Warranty Compatible with the following: MacBook Air (Mid-2013 and newer) MacBook Pro (Retina  Late 2013 and newer) Mac mini (Late 2014) Mac Pro (Late 2013),229,unchecked,checked,0,0,0,0,0,0
TS480GJDM825,Transcend JetDrive 825 Kit - 480GB SSD with Enclosure - 950 MB/s Max Read Transfer Rate - 5 Year Warranty Compatible with the following: MacBook Air (Mid-2013 and newer) MacBook Pro (Retina  Late 2013 and newer) Mac mini (Late 2014) Mac Pro (Late 2013),299,unchecked,checked,0,0,0,0,0,0
TS960GJDM825,Transcend JetDrive 825 Kit - 960GB SSD with Enclosure - 950 MB/s Max Read Transfer Rate - 5 Year Warranty Compatible with the following: MacBook Air (Mid-2013 and newer) MacBook Pro (Retina  Late 2013 and newer) Mac mini (Late 2014) Mac Pro (Late 2013),489,unchecked,checked,0,0,0,0,0,0
TS240GJDM850,Transcend JetDrive 850 - 240GB SSD - 1600MB/s Max Read Transfer Rate - 5 Year Warranty Compatible with the following: MacBook Air (Mid-2013 and newer) MacBook Pro (Retina  Late 2013 and newer) Mac mini (Late 2014) Mac Pro (Late 2013),149,unchecked,checked,0,0,0,0,0,0
TS480GJDM850,Transcend JetDrive 850 - 480GB SSD - 1600MB/s Max Read Transfer Rate - 5 Year Warranty Compatible with the following: MacBook Air (Mid-2013 and newer) MacBook Pro (Retina  Late 2013 and newer) Mac mini (Late 2014) Mac Pro (Late 2013),229,unchecked,checked,0,0,0,0,0,0
TS960GJDM850,Transcend JetDrive 850 - 960GB SSD - 1600MB/s Max Read Transfer Rate - 5 Year Warranty Compatible with the following: MacBook Air (Mid-2013 and newer) MacBook Pro (Retina  Late 2013 and newer) Mac mini (Late 2014) Mac Pro (Late 2013),399,unchecked,checked,0,0,0,0,0,0
TS240GJDM855,Transcend JetDrive 855 Kit - 240GB SSD with Enclosure - 1600 MB/s Max Read Transfer Rate - 5 Year Warranty Compatible with the following: MacBook Air (Mid-2013 and newer) MacBook Pro (Retina  Late 2013 and newer) Mac mini (Late 2014) Mac Pro (Late 2013),299,unchecked,checked,0,0,0,0,0,0
TS480GJDM855,Transcend JetDrive 855 Kit - 480GB SSD with Enclosure - 1600 MB/s Max Read Transfer Rate - 5 Year Warranty Compatible with the following: MacBook Air (Mid-2013 and newer) MacBook Pro (Retina  Late 2013 and newer) Mac mini (Late 2014) Mac Pro (Late 2013),399,unchecked,checked,0,0,0,0,0,0
TS960GJDM855,Transcend JetDrive 855 Kit - 960GB SSD with Enclosure - 1600 MB/s Max Read Transfer Rate - 5 Year Warranty Compatible with the following: MacBook Air (Mid-2013 and newer) MacBook Pro (Retina  Late 2013 and newer) Mac mini (Late 2014) Mac Pro (Late 2013),549,unchecked,checked,0,0,0,0,0,0
P132-08N,Tripp Lite HDMI to DVI Cable Adapter HDDVI,19,unchecked,checked,4,4,0,0,0,0
P139-06N-DP4K6B,Tripp Lite Mini Displayport to Displayport Adapter,19,unchecked,checked,2,2,0,0,0,0
P137-06N-VGA,Tripp Lite Mini Displayport to VGA Adapter,19,unchecked,checked,4,4,0,0,0,0
U439-002-CG2,Tripp Lite Quick Dock HD “Toaster” - Dual SATA HD / USB-C connection / 10Gbps,149,unchecked,checked,0,0,0,0,0,0
923-01604,Ultra Violet LED Flashlight,0,unchecked,unchecked,2,2,0,0,0,0
Write off Taxable,Unable to Collect,0,unchecked,unchecked,0,0,0,0,0,0
Write off Non-Taxable,Unable to Collect,0,unchecked,unchecked,0,0,0,0,0,0
99MO084203,USB C - Ethernet Adapter Silver,39.95,unchecked,checked,0,0,0,0,0,0
Moshi 99MO023204,USB Cable to Ethernet Adapter - Silver,29,unchecked,checked,-1,-1,0,0,0,0
Moshi 99MO084202,USB-C to HDMI Adapter ,45,unchecked,checked,0,0,0,0,0,0
MJ1M2AM/A,USB-C to USB Adapter,19,unchecked,checked,0,0,0,0,0,0
661-4991 - 3rd Party,Video Card NVIDIA GeForce GT120 w/256MB GDDR3,349,unchecked,unchecked,0,0,0,0,0,0
661-4672 -3rd Party,Video Card  ATi Radeon HD 2600XT,199,unchecked,unchecked,0,0,0,0,0,0
661-5578 - 3rd Party,VIDEO ATI RADEON HD 5750 1GB GDDR5,399,unchecked,unchecked,0,0,0,0,0,0
922-9161,Vsync Cable,59,unchecked,unchecked,1,1,0,0,0,0
MX2F2AM/A,Watch Magnetic Charging Cable (2m),39,unchecked,checked,1,1,0,0,0,0
661-05600,WATCH SERIES 1 SPACE GRAY ALUMINUM 42MM,249,unchecked,unchecked,0,0,0,0,0,0
S5936Z/A,WATCH SERIES 2 AL FLAT RATE,229,unchecked,unchecked,0,0,0,0,0,0
S5949Z/A,WATCH SERIES 2 NIKE NON-REPAIRABLE 42MM,69,unchecked,unchecked,0,0,0,0,0,0
S5941Z/A,WATCH SERIES 2 SS REPAIRABLE DAMAGE,0,unchecked,unchecked,1,1,0,0,0,0
661-05613,Watch Series 2(SS) 42MM (2nd gen),99,unchecked,unchecked,0,0,0,0,0,0
661-05607,WATCH SERIES 2 SPACE GRAY ALUMINUM 42MM,0,unchecked,unchecked,1,1,0,0,0,0
661-08543,WATCH SERIES 3 (GPS) ALUM 42MM,0,unchecked,unchecked,0,0,0,0,0,0
S6222Z/A,Watch Series 3 (GPS) Repair,0,unchecked,unchecked,1,1,0,0,0,0
S6233Z/A,WATCH SERIES 3 ALUM NON-REPAIRABLE 38MM,309,unchecked,unchecked,1,1,0,0,0,0
S6220Z/A,WATCH SERIES 3(GPS) AL REPAIRABLE DAMAGE,159,unchecked,unchecked,0,0,0,0,0,0
S6829Z/A,WATCH SERIES 4 (C) AL REPAIRABLE DAMAGE,349,unchecked,unchecked,1,1,0,0,0,0
S6828Z/A,WATCH SERIES 4 (C) ALUM FLAT RATE,349,unchecked,unchecked,0,0,0,0,0,0
S6842Z/A,WATCH SERIES 4 (GPS) ALUM FLAT RATE,278.08,unchecked,unchecked,0,0,0,0,0,0
661-02553 Batt Only ,Watch Stainless Steel 42MM (1st gen) Battery Only Price,99,unchecked,unchecked,1,1,0,0,0,0
9SIV0JT5TX9914,Wavlink USB 3.0 4-Port Hub with Individual Switch,25,unchecked,checked,5,5,0,0,0,0
923-01227,White Display Adhesive  30 pack  iPhone 7,0,unchecked,unchecked,1,1,0,0,0,0
661-02363,Wireless Card,90,unchecked,unchecked,1,1,0,0,0,0
661-7481,Wireless Card,90,unchecked,unchecked,3,3,0,0,0,0
661-07505,Wireless Card,79,unchecked,unchecked,1,1,0,0,0,0
VZ6908,ZyXEL Powerline Gigabit Ethernet Adapter - 2 - 1 x Network (RJ-45),79,unchecked,checked,2,2,0,0,0,0
661-7480,,0,unchecked,checked,0,0,0,0,0,0
